document_id,application_id,doc_type,file_name,mime_type,size_bytes,storage_key,source,page_count,uploaded_by,uploaded_at,status,sha256,ocr_quality
1857,553,BANK_STATEMENT,fax-20260216-1857.pdf,application/pdf,1982520,northstar-documents/nsc_direct/553/1857/fax-20260216-1857.pdf,FAX,10,system,2026-02-16 20:56:15.691193-05:00,PARSED,,poor
1858,553,BANK_STATEMENT,catawba-company-llc-bank_statement-202602.pdf,application/pdf,2045736,northstar-documents/nsc_direct/553/1858/catawba-company-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,8,nicole.patel@catawbainc.com,2026-02-16 08:22:19.377942-05:00,PARSED,955ad1eb5984d00e42639bd2cc097ab05ddb08105a3bbec9fb1690332a3fbb95,good
1859,553,AR_AGING,catawba-company-llc-ar_aging-202602.xls,application/vnd.ms-excel,345300,northstar-documents/nsc_direct/553/1859/catawba-company-llc-ar_aging-202602.xls,PORTAL_UPLOAD,5,nicole.patel@catawbainc.com,2026-02-13 20:50:57.515225-05:00,PARSED,cf17d8ac5f2cf21554514bcda417ab649246688b6def13c59b155adf93e52fa2,good
1860,554,BANK_STATEMENT,mabry-irrigation-llc-bank_statement-202602.pdf,application/pdf,559467,northstar-documents/nsc_direct/554/1860/mabry-irrigation-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,3,amy.anderson@mabryinc.com,2026-02-17 14:19:01.448165-05:00,PARSED,,good
1861,554,DRIVERS_LICENSE,mabry-irrigation-llc-drivers_license-202602.jpg,image/jpeg,6625606,northstar-documents/nsc_direct/554/1861/mabry-irrigation-llc-drivers_license-202602.jpg,BRANCH_SCAN,26,system,2026-02-17 05:37:11.667159-05:00,PARSED,,poor
1862,555,BANK_STATEMENT,ballantyne-bakery-llc-bank_statement-202602.pdf,application/pdf,3372600,northstar-documents/nsc_direct/555/1862/ballantyne-bakery-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,12,steven.perez@ballantynebiz.com,2026-02-22 07:25:35.385505-05:00,PARSED,c649e334de12ef61af80b3343385d32e514c84fb3e429f2cc47319b7d3e938f8,good
1863,555,AR_AGING,ballantyne-bakery-llc-ar_aging-202602.xls,application/vnd.ms-excel,212544,northstar-documents/nsc_direct/555/1863/ballantyne-bakery-llc-ar_aging-202602.xls,EMAIL,1,intake@northstarcapital.com,2026-02-22 07:37:33.042424-05:00,PARSED,,fair
1864,555,BANK_STATEMENT,ballantyne-bakery-llc-bank_statement-202602.pdf,application/pdf,509978,northstar-documents/nsc_direct/555/1864/ballantyne-bakery-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,7,steven.perez@ballantynebiz.com,2026-02-22 02:33:20.594366-05:00,PARSED,d0550d16e8e29c660d9a399b148f5b4910178c57bd38d7c563ae05ebbcd05721,good
1865,555,AR_AGING,fax-20260222-1865.pdf,application/pdf,605680,northstar-documents/nsc_direct/555/1865/fax-20260222-1865.pdf,FAX,4,system,2026-02-22 13:10:47.214878-05:00,PARSED,,poor
1866,555,BANK_STATEMENT,ballantyne-bakery-llc-bank_statement-202602.pdf,application/pdf,431100,northstar-documents/nsc_direct/555/1866/ballantyne-bakery-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,5,steven.perez@ballantynebiz.com,2026-02-23 16:34:07.669052-05:00,PARSED,e4c7db6d3a8305e4fb5064930636bbad261632731ab3f34b9f0d058d05508d31,fair
1867,555,DRIVERS_LICENSE,ballantyne-bakery-llc-drivers_license-202602.jpg,image/jpeg,8913360,northstar-documents/nsc_direct/555/1867/ballantyne-bakery-llc-drivers_license-202602.jpg,LEDGERLINK,30,system,2026-02-24 00:29:28.051704-05:00,QUARANTINED,,fair
1868,556,BANK_STATEMENT,mallard-enterprises-llc-bank_statement-202602.pdf,application/pdf,1303407,northstar-documents/bayline/556/1868/mallard-enterprises-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,9,susan.carter@mallardbiz.com,2026-02-16 18:44:39.517792-05:00,PARSED,d6c4dac6b4abbe930e4ca7a2214313d3fbd1449c907eb6860210af3b7ff420cc,good
1869,556,BANK_STATEMENT,mallard-enterprises-llc-bank_statement-202602.pdf,application/pdf,3387761,northstar-documents/bayline/556/1869/mallard-enterprises-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,13,susan.carter@mallardbiz.com,2026-02-18 07:05:21.464736-05:00,PARSED,056348a1c085ab8bc9c99349bcdbfa18a658ca1b3d7df660dca4d75d90c283bf,good
1870,556,TAX_RETURN,mallard-enterprises-llc-tax_return-202602.pdf,application/pdf,845964,northstar-documents/bayline/556/1870/mallard-enterprises-llc-tax_return-202602.pdf,PORTAL_UPLOAD,4,susan.carter@mallardbiz.com,2026-02-18 14:09:59.393248-05:00,PARSED,da04c8966d3f590ab90b4836a4baaed5e8c7bdd253024b5fbda6ba2b8a11f299,good
1871,556,DRIVERS_LICENSE,mallard-enterprises-llc-drivers_license-202602.jpg,image/jpeg,4490754,northstar-documents/bayline/556/1871/mallard-enterprises-llc-drivers_license-202602.jpg,EMAIL,17,intake@northstarcapital.com,2026-02-17 12:29:48.292298-05:00,PARSED,,poor
1872,557,BANK_STATEMENT,davidson-tire-holdings-llc-bank_statement-202602.pdf,application/pdf,601940,northstar-documents/bayline/557/1872/davidson-tire-holdings-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,4,david.moore@davidson.com,2026-02-16 06:43:00.918158-05:00,PARSED,749451231a6dbe4603d8be3bf6bbd20c24c55e482d31c8b6ad7e725a00584c1d,good
1873,557,TAX_RETURN,davidson-tire-holdings-llc-tax_return-202602.pdf,application/pdf,4276908,northstar-documents/bayline/557/1873/davidson-tire-holdings-llc-tax_return-202602.pdf,PORTAL_UPLOAD,27,david.moore@davidson.com,2026-02-15 07:21:54.294012-05:00,PARSED,965e38d59e8cc789d59100bb8f57b5a0e7a11ecfa122da4977c2f330e76b256c,good
1874,558,BANK_STATEMENT,roberts-print-llc-bank_statement-202602.pdf,application/pdf,2959008,northstar-documents/nsc_direct/558/1874/roberts-print-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,12,cynthia.hernandez@roberts.com,2026-02-12 14:24:19.856216-05:00,PARSED,cb68a4acbac9c62e3a1742e02638d29841fa06572c930815cabd4b78bea784aa,good
1875,558,BANK_STATEMENT,roberts-print-llc-bank_statement-202602.pdf,application/pdf,610584,northstar-documents/nsc_direct/558/1875/roberts-print-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,6,cynthia.hernandez@roberts.com,2026-02-13 04:45:57.446455-05:00,PARSED,,good
1876,558,DRIVERS_LICENSE,roberts-print-llc-drivers_license-202602.jpg,image/jpeg,2071540,northstar-documents/nsc_direct/558/1876/roberts-print-llc-drivers_license-202602.jpg,EMAIL,20,intake@northstarcapital.com,2026-02-13 02:04:58.200086-05:00,PARSED,,fair
1877,559,BANK_STATEMENT,beatties-ford-services-partn-bank_statement-202602.pdf,application/pdf,1697952,northstar-documents/nsc_direct/559/1877/beatties-ford-services-partn-bank_statement-202602.pdf,PORTAL_UPLOAD,12,jacob.johnson@beattiesco.com,2026-02-20 06:44:36.093417-05:00,PARSED,743ae77627ef8386861479ac8800c14b045dd177fd83a1ed1bb811effd9db468,good
1878,559,VOIDED_CHECK,beatties-ford-services-partn-voided_check-202602.jpg,image/jpeg,4328898,northstar-documents/nsc_direct/559/1878/beatties-ford-services-partn-voided_check-202602.jpg,PORTAL_UPLOAD,21,jacob.johnson@beattiesco.com,2026-02-18 12:46:32.851793-05:00,PARSED,8950543a7bdb39d9a40fc5e98fd21bce70e63ae0669e199ffcddcaecc0f078b2,poor
1879,559,BANK_STATEMENT,SCAN_20260214_0001.pdf,application/pdf,584121,northstar-documents/nsc_direct/559/1879/SCAN_20260214_0001.pdf,EMAIL,3,intake@northstarcapital.com,2026-02-20 13:07:59.142803-05:00,PARSED,,poor
1880,560,BANK_STATEMENT,mallard-janitorial-inc-bank_statement-202602.pdf,application/pdf,595014,northstar-documents/bayline/560/1880/mallard-janitorial-inc-bank_statement-202602.pdf,PORTAL_UPLOAD,7,kevin.walker@mallardbiz.com,2026-02-14 07:38:30.770984-05:00,PARSED,d3afbbc928c19af8528fc57b4cca1e1db367ff092657656fac7851ee943aac0d,fair
1881,560,BANK_STATEMENT,mallard-janitorial-inc-bank_statement-202602.pdf,application/pdf,814062,northstar-documents/bayline/560/1881/mallard-janitorial-inc-bank_statement-202602.pdf,LEDGERLINK,6,system,2026-02-15 08:32:45.597098-05:00,PARSED,,good
1882,560,DEBT_SCHEDULE,mallard-janitorial-inc-debt_schedule-202602.xls,application/vnd.ms-excel,4661181,northstar-documents/bayline/560/1882/mallard-janitorial-inc-debt_schedule-202602.xls,PORTAL_UPLOAD,21,kevin.walker@mallardbiz.com,2026-02-16 01:06:44.861562-05:00,PARSE_FAILED,ff04b6b931145391461e823ceba1c953556c36ed06af5f971e9f90eff94dc96c,good
1883,560,TAX_RETURN,mallard-janitorial-inc-tax_return-202602.pdf,application/pdf,1653132,northstar-documents/bayline/560/1883/mallard-janitorial-inc-tax_return-202602.pdf,PORTAL_UPLOAD,26,kevin.walker@mallardbiz.com,2026-02-16 16:16:29.150572-05:00,PARSED,3aefbbb0e404532e95aff7c529b0b98063bd8c835668599524aa0f1195490c32,good
1884,561,BANK_STATEMENT,davidson-machine-llc-bank_statement-202603.pdf,application/pdf,2349288,northstar-documents/nsc_direct/561/1884/davidson-machine-llc-bank_statement-202603.pdf,PORTAL_UPLOAD,12,nicole.rivera@davidson.com,2026-03-26 18:40:08.974568-05:00,PARSE_FAILED,c3082dafebb869d013642b40cedc7dc3a16cd1461cf0046a7846d8a6225591f1,good
1885,561,BANK_STATEMENT,fax-20260328-1885.pdf,application/pdf,895870,northstar-documents/nsc_direct/561/1885/fax-20260328-1885.pdf,FAX,5,system,2026-03-28 10:42:09.776702-05:00,PARSED,,poor
1886,562,BANK_STATEMENT,shelby-body-shop-llc-bank_statement-202602.pdf,application/pdf,1106014,northstar-documents/nsc_direct/562/1886/shelby-body-shop-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,7,dorothy.suggs@shelby.com,2026-02-17 22:31:13.204363-05:00,PARSED,efa09fd0d4a0c442fe60ea8b57fbec6e087e9b810a031653dc9808429582e799,good
1887,562,BANK_STATEMENT,shelby-body-shop-llc-bank_statement-202602.pdf,application/pdf,1059276,northstar-documents/nsc_direct/562/1887/shelby-body-shop-llc-bank_statement-202602.pdf,EMAIL,12,intake@northstarcapital.com,2026-02-17 14:06:00.376829-05:00,PARSED,,fair
1888,562,DRIVERS_LICENSE,shelby-body-shop-llc-drivers_license-202602.jpg,image/jpeg,677865,northstar-documents/nsc_direct/562/1888/shelby-body-shop-llc-drivers_license-202602.jpg,PORTAL_UPLOAD,3,dorothy.suggs@shelby.com,2026-02-17 02:34:58.257464-05:00,QUARANTINED,17eed476a04d4f87e94828d3795a239b135152c6451ca5a091a0172e7d07b58e,good
1889,563,BANK_STATEMENT,mabry-catering-group-llc-bank_statement-202602.pdf,application/pdf,462468,northstar-documents/bayline/563/1889/mabry-catering-group-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,3,michael.brown@mabrybiz.com,2026-02-17 22:05:13.618117-05:00,PARSED,6ca7974a917ffbeb8d769cdabc09a4f91bc362367315dba6f18b85a59b39e1fc,good
1890,563,BANK_STATEMENT,mabry-catering-group-llc-bank_statement-202602.pdf,application/pdf,509400,northstar-documents/bayline/563/1890/mabry-catering-group-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,4,michael.brown@mabrybiz.com,2026-02-16 15:48:06.492007-05:00,PARSED,f25d9e40042c3926d21fa29fa1c4e9a0f05d6c7b588600a18858975d90c4302a,good
1891,563,BANK_STATEMENT,mabry-catering-group-llc-bank_statement-202602.pdf,application/pdf,2361042,northstar-documents/bayline/563/1891/mabry-catering-group-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,9,michael.brown@mabrybiz.com,2026-02-15 14:24:37.037961-05:00,PARSED,042656576172f47fc3ae6385101484d676ee098cf89f33565751dd6010c1fed6,good
1892,563,BANK_STATEMENT,mabry-catering-group-llc-bank_statement-202602.pdf,application/pdf,1387302,northstar-documents/bayline/563/1892/mabry-catering-group-llc-bank_statement-202602.pdf,LEDGERLINK,14,system,2026-02-15 09:50:02.105162-05:00,PARSED,,good
1893,564,BANK_STATEMENT,mallard-barber-llc-bank_statement-202602.pdf,application/pdf,311888,northstar-documents/cascade/564/1893/mallard-barber-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,4,karen.walker@mallardbiz.com,2026-02-16 23:09:15.850346-05:00,PARSED,b7a769980f2452d0efeb023eb30b00078f8fe9270fa754c437096a151d83510b,fair
1894,564,TAX_RETURN,fax-20260214-1894.pdf,application/pdf,5099960,northstar-documents/cascade/564/1894/fax-20260214-1894.pdf,FAX,20,system,2026-02-14 19:07:59.557694-05:00,PARSED,,poor
1895,564,BANK_STATEMENT,mallard-barber-llc-bank_statement-202602.pdf,application/pdf,390552,northstar-documents/cascade/564/1895/mallard-barber-llc-bank_statement-202602.pdf,EMAIL,6,intake@northstarcapital.com,2026-02-16 23:30:36.177449-05:00,RECEIVED,,fair
1896,564,BANK_STATEMENT,mallard-barber-llc-bank_statement-202602.pdf,application/pdf,352681,northstar-documents/cascade/564/1896/mallard-barber-llc-bank_statement-202602.pdf,EMAIL,7,intake@northstarcapital.com,2026-02-15 00:03:55.153436-05:00,PARSED,,poor
1897,564,VOIDED_CHECK,mallard-barber-llc-voided_check-202602.jpg,image/jpeg,3475230,northstar-documents/cascade/564/1897/mallard-barber-llc-voided_check-202602.jpg,PORTAL_UPLOAD,11,karen.walker@mallardbiz.com,2026-02-15 12:41:03.567579-05:00,QUARANTINED,59e50f588d4fd637002a61c606f2d925be46a314512675360a88e5cf5c4c4696,good
1898,564,TAX_RETURN,mallard-barber-llc-tax_return-202602.pdf,application/pdf,618607,northstar-documents/cascade/564/1898/mallard-barber-llc-tax_return-202602.pdf,PORTAL_UPLOAD,11,karen.walker@mallardbiz.com,2026-02-16 22:36:08.399428-05:00,PARSED,,fair
1899,564,BANK_STATEMENT,fax-20260214-1899.pdf,application/pdf,1296085,northstar-documents/cascade/564/1899/fax-20260214-1899.pdf,FAX,5,system,2026-02-14 13:11:41.191503-05:00,PARSED,,poor
1900,564,VOIDED_CHECK,mallard-barber-llc-voided_check-202602.jpg,image/jpeg,384416,northstar-documents/cascade/564/1900/mallard-barber-llc-voided_check-202602.jpg,LEDGERLINK,2,system,2026-02-17 16:15:12.848663-05:00,QUARANTINED,,good
1901,565,BANK_STATEMENT,thomas-logistics-inc-bank_statement-202602.pdf,application/pdf,2603238,northstar-documents/nsc_direct/565/1901/thomas-logistics-inc-bank_statement-202602.pdf,PORTAL_UPLOAD,11,samantha.smith@thomasbiz.com,2026-02-15 09:08:31.778847-05:00,PARSED,c69eb5a3ab3194be59f647806ca79181efb91c103fcb20c8e0a6261629231998,good
1902,565,OTHER,thomas-logistics-inc-other-202602.pdf,application/pdf,1276374,northstar-documents/nsc_direct/565/1902/thomas-logistics-inc-other-202602.pdf,PORTAL_UPLOAD,6,samantha.smith@thomasbiz.com,2026-02-15 12:01:26.942289-05:00,PARSED,616d06606d546ca9fb9dd33ef4c9f0754c2fe85fd7deb61b2b511c827278fce6,good
1903,565,VOIDED_CHECK,thomas-logistics-inc-voided_check-202602.jpg,image/jpeg,530644,northstar-documents/nsc_direct/565/1903/thomas-logistics-inc-voided_check-202602.jpg,PORTAL_UPLOAD,4,samantha.smith@thomasbiz.com,2026-02-12 19:59:32.449245-05:00,PARSED,e0aa4162ae616f3a2afa73413c0255bfa3cb363f24944552aeabf617abc0376f,good
1904,566,BANK_STATEMENT,statesville-veterinary-solut-bank_statement-202602.pdf,application/pdf,1068564,northstar-documents/bayline/566/1904/statesville-veterinary-solut-bank_statement-202602.pdf,PORTAL_UPLOAD,12,pamela.king@statesvilleinc.com,2026-02-18 04:58:03.784493-05:00,PARSED,ca4258948b77939c0049e6e7122e0e4a6b9f9c06b5e96880bf8ebbc29f6ec28a,good
1905,566,DRIVERS_LICENSE,statesville-veterinary-solut-drivers_license-202602.jpg,image/jpeg,1136425,northstar-documents/bayline/566/1905/statesville-veterinary-solut-drivers_license-202602.jpg,BRANCH_SCAN,5,system,2026-02-18 14:08:28.735352-05:00,PARSED,,poor
1906,566,AR_AGING,statesville-veterinary-solut-ar_aging-202602.xls,application/vnd.ms-excel,186507,northstar-documents/bayline/566/1906/statesville-veterinary-solut-ar_aging-202602.xls,LEDGERLINK,3,system,2026-02-17 23:32:40.942698-05:00,PARSED,,good
1907,566,BANK_STATEMENT,statesville-veterinary-solut-bank_statement-202602.pdf,application/pdf,774135,northstar-documents/bayline/566/1907/statesville-veterinary-solut-bank_statement-202602.pdf,PORTAL_UPLOAD,5,pamela.king@statesvilleinc.com,2026-02-18 18:07:53.531609-05:00,QUARANTINED,aa5575561a95951a3ef5941f468b2f758f8204697687f5934d19732ae9d623bf,good
1908,567,BANK_STATEMENT,sharon-realty-llc-bank_statement-202602.pdf,application/pdf,1789614,northstar-documents/nsc_direct/567/1908/sharon-realty-llc-bank_statement-202602.pdf,LEDGERLINK,9,system,2026-02-22 21:00:32.342558-05:00,PARSED,,good
1909,567,AR_AGING,sharon-realty-llc-ar_aging-202602.xls,application/vnd.ms-excel,1911060,northstar-documents/nsc_direct/567/1909/sharon-realty-llc-ar_aging-202602.xls,PORTAL_UPLOAD,15,rebecca.sanchez@sharoninc.com,2026-02-24 20:56:44.642219-05:00,PARSED,687ef274c0dd3b3b089473355fc1383253d29c2fb4cb937274e80aa61530351f,fair
1910,567,TAX_RETURN,sharon-realty-llc-tax_return-202602.pdf,application/pdf,6779020,northstar-documents/nsc_direct/567/1910/sharon-realty-llc-tax_return-202602.pdf,EMAIL,23,intake@northstarcapital.com,2026-02-23 03:11:03.138303-05:00,PARSED,,fair
1911,567,TAX_RETURN,sharon-realty-llc-tax_return-202602.pdf,application/pdf,2844459,northstar-documents/nsc_direct/567/1911/sharon-realty-llc-tax_return-202602.pdf,PORTAL_UPLOAD,9,rebecca.sanchez@sharoninc.com,2026-02-23 12:17:03.425724-05:00,PARSED,06df59d517a7c8f14afc15563a53edc027a5250ee2fd43d65975ea3c5c62a924,good
1912,568,BANK_STATEMENT,SCAN_20260214_0001.pdf,application/pdf,2006748,northstar-documents/nsc_direct/568/1912/SCAN_20260214_0001.pdf,EMAIL,9,intake@northstarcapital.com,2026-03-19 12:39:15.455220-05:00,QUARANTINED,,good
1913,568,OTHER,fax-20260318-1913.pdf,application/pdf,2107532,northstar-documents/nsc_direct/568/1913/fax-20260318-1913.pdf,FAX,7,system,2026-03-18 20:37:38.871983-05:00,PARSED,,poor
1914,569,BANK_STATEMENT,maple-towing-llc-bank_statement-202602.pdf,application/pdf,2985235,northstar-documents/bayline/569/1914/maple-towing-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,11,robert.ramirez@mapleinc.com,2026-02-15 00:27:24.735438-05:00,PARSED,f1a544a8076e292743b61f6b4ed4bde2c26907ce70e7e37a1a8226862bff20da,good
1915,569,BANK_STATEMENT,maple-towing-llc-bank_statement-202602.pdf,application/pdf,628509,northstar-documents/bayline/569/1915/maple-towing-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,3,robert.ramirez@mapleinc.com,2026-02-16 12:04:20.321979-05:00,PARSE_FAILED,320acc8c2db1d2a56f96adc241a02d289bacfb055f74299948d969633183eb24,good
1916,569,BANK_STATEMENT,maple-towing-llc-bank_statement-202602.pdf,application/pdf,3387098,northstar-documents/bayline/569/1916/maple-towing-llc-bank_statement-202602.pdf,LEDGERLINK,13,system,2026-02-17 12:40:10.154732-05:00,PARSED,,good
1917,569,DRIVERS_LICENSE,maple-towing-llc-drivers_license-202602.jpg,image/jpeg,6278400,northstar-documents/bayline/569/1917/maple-towing-llc-drivers_license-202602.jpg,PORTAL_UPLOAD,30,robert.ramirez@mapleinc.com,2026-02-18 03:12:53.251672-05:00,PARSED,d45d9daf2fccaff8d21e90ac2be6a23040d0ddf9bafdb6e3f7a6e00e8db522d9,good
1918,570,BANK_STATEMENT,providence-print-partners-ll-bank_statement-202602.pdf,application/pdf,1687973,northstar-documents/nsc_direct/570/1918/providence-print-partners-ll-bank_statement-202602.pdf,PORTAL_UPLOAD,7,david.wilson@providenceco.com,2026-02-21 22:44:36.183336-05:00,PARSED,52f238d8006b16f2844c19676e6e39e4d9b51458d60f8c14cf8a94ecbbe68fe7,good
1919,570,BANK_STATEMENT,providence-print-partners-ll-bank_statement-202602.pdf,application/pdf,1015889,northstar-documents/nsc_direct/570/1919/providence-print-partners-ll-bank_statement-202602.pdf,LEDGERLINK,7,system,2026-02-19 13:03:54.504559-05:00,PARSED,,fair
1920,570,BANK_STATEMENT,providence-print-partners-ll-bank_statement-202602.pdf,application/pdf,1072791,northstar-documents/nsc_direct/570/1920/providence-print-partners-ll-bank_statement-202602.pdf,PORTAL_UPLOAD,9,david.wilson@providenceco.com,2026-02-21 23:35:59.970956-05:00,PARSED,e7badc898cb6990f3e7235a0e3ca29351caa187374d69e28c933d55c72063011,good
1921,571,BANK_STATEMENT,mint-hill-roofing-llc-bank_statement-202602.pdf,application/pdf,1045800,northstar-documents/cascade/571/1921/mint-hill-roofing-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,8,benjamin.pridgen@mint.com,2026-02-28 07:01:38.721241-05:00,PARSE_FAILED,cffe909ddb88d0737ed5a3827211817eb4a40e8ae50108f4424776ecfe43b49c,good
1922,571,DRIVERS_LICENSE,mint-hill-roofing-llc-drivers_license-202602.jpg,image/jpeg,2389752,northstar-documents/cascade/571/1922/mint-hill-roofing-llc-drivers_license-202602.jpg,PORTAL_UPLOAD,8,benjamin.pridgen@mint.com,2026-02-28 09:49:00.230481-05:00,PARSED,a2b75519c7bc77334fdbb6eea28bb0d4835d8aa863d2fc1c0999dc7a54d9e934,fair
1923,572,BANK_STATEMENT,fax-20260225-1923.pdf,application/pdf,2364440,northstar-documents/bayline/572/1923/fax-20260225-1923.pdf,FAX,8,system,2026-02-25 18:19:45.030212-05:00,PARSED,,fair
1924,572,AR_AGING,hickory-security-llc-ar_aging-202602.xls,application/vnd.ms-excel,6360018,northstar-documents/bayline/572/1924/hickory-security-llc-ar_aging-202602.xls,PORTAL_UPLOAD,21,william.wright@hickory.com,2026-02-24 12:37:40.006946-05:00,PARSED,30d8a1523bef60322273fd4236c9fccc3a5f4d8049dba66e2941e6c364f45eb7,good
1925,572,BANK_STATEMENT,hickory-security-llc-bank_statement-202602.pdf,application/pdf,494765,northstar-documents/bayline/572/1925/hickory-security-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,5,william.wright@hickory.com,2026-02-25 20:15:11.811979-05:00,PARSED,7f42720abb2bf322f2c7ffa97b4df68ade861a160f45a557c32d5f62b8a0b685,fair
1926,572,DRIVERS_LICENSE,statement final.pdf,image/jpeg,7299786,northstar-documents/bayline/572/1926/statement final.pdf,EMAIL,23,intake@northstarcapital.com,2026-02-22 11:49:47.420862-05:00,PARSED,,fair
1927,573,BANK_STATEMENT,document (2).pdf,application/pdf,1166076,northstar-documents/nsc_direct/573/1927/document (2).pdf,EMAIL,12,intake@northstarcapital.com,2026-02-22 06:08:52.561951-05:00,PARSED,,good
1928,573,AR_AGING,concord-partners-llc-ar_aging-202602.xls,application/vnd.ms-excel,3141460,northstar-documents/nsc_direct/573/1928/concord-partners-llc-ar_aging-202602.xls,EMAIL,14,intake@northstarcapital.com,2026-02-24 23:58:49.610801-05:00,PARSED,,fair
1929,573,DRIVERS_LICENSE,concord-partners-llc-drivers_license-202602.jpg,image/jpeg,2751042,northstar-documents/nsc_direct/573/1929/concord-partners-llc-drivers_license-202602.jpg,BRANCH_SCAN,17,system,2026-02-22 19:31:21.677722-05:00,RECEIVED,,poor
1930,573,TAX_RETURN,concord-partners-llc-tax_return-202602.pdf,application/pdf,2351355,northstar-documents/nsc_direct/573/1930/concord-partners-llc-tax_return-202602.pdf,EMAIL,17,intake@northstarcapital.com,2026-02-22 05:18:25.555437-05:00,PARSED,,fair
1931,574,BANK_STATEMENT,huntersville-enterprises-gro-bank_statement-202602.pdf,application/pdf,303774,northstar-documents/nsc_direct/574/1931/huntersville-enterprises-gro-bank_statement-202602.pdf,PORTAL_UPLOAD,3,dorothy.johnson@huntersvillebiz.com,2026-02-20 00:08:46.925940-05:00,PARSED,149a679f667f67d3044281da87bba675b4fc64297a8b3e4d8e88f02323119298,good
1932,574,DRIVERS_LICENSE,huntersville-enterprises-gro-drivers_license-202602.jpg,image/jpeg,7519890,northstar-documents/nsc_direct/574/1932/huntersville-enterprises-gro-drivers_license-202602.jpg,PORTAL_UPLOAD,30,dorothy.johnson@huntersvillebiz.com,2026-02-19 14:34:23.672933-05:00,PARSED,076fae8ef628956f69618866b7cbd7b1c01f4327d701a8426e43ddaa00fb66b2,fair
1933,574,AR_AGING,huntersville-enterprises-gro-ar_aging-202602.xls,application/vnd.ms-excel,3077187,northstar-documents/nsc_direct/574/1933/huntersville-enterprises-gro-ar_aging-202602.xls,EMAIL,17,intake@northstarcapital.com,2026-02-18 04:32:47.326469-05:00,QUARANTINED,,fair
1934,574,BANK_STATEMENT,huntersville-enterprises-gro-bank_statement-202602.pdf,application/pdf,148563,northstar-documents/nsc_direct/574/1934/huntersville-enterprises-gro-bank_statement-202602.pdf,PORTAL_UPLOAD,3,dorothy.johnson@huntersvillebiz.com,2026-02-17 19:59:39.491757-05:00,PARSED,30abf8496a9703961c4d47658a507b793298724ad43941524d28109a5b582120,good
1935,574,DEBT_SCHEDULE,huntersville-enterprises-gro-debt_schedule-202602.xls,application/vnd.ms-excel,1405878,northstar-documents/nsc_direct/574/1935/huntersville-enterprises-gro-debt_schedule-202602.xls,PORTAL_UPLOAD,6,dorothy.johnson@huntersvillebiz.com,2026-02-17 10:54:56.615769-05:00,PARSED,296dceb4f16911112aac48dd7d3c51d0c02184dc315dbb7f2a4c2beaddda1e51,good
1936,574,BANK_STATEMENT,fax-20260217-1936.pdf,application/pdf,877710,northstar-documents/nsc_direct/574/1936/fax-20260217-1936.pdf,FAX,5,system,2026-02-17 19:25:12.778328-05:00,PARSED,,poor
1937,574,TAX_RETURN,huntersville-enterprises-gro-tax_return-202602.pdf,application/pdf,531904,northstar-documents/nsc_direct/574/1937/huntersville-enterprises-gro-tax_return-202602.pdf,PORTAL_UPLOAD,2,dorothy.johnson@huntersvillebiz.com,2026-02-17 11:21:39.674376-05:00,PARSED,,good
1938,574,TAX_RETURN,huntersville-enterprises-gro-tax_return-202602.pdf,application/pdf,4168248,northstar-documents/nsc_direct/574/1938/huntersville-enterprises-gro-tax_return-202602.pdf,PORTAL_UPLOAD,24,dorothy.johnson@huntersvillebiz.com,2026-02-19 23:51:49.730300-05:00,PARSED,2a03cca62262f5586490e77467e168ee7c29c3094fb24fcb83f5a59ed8c56ee2,good
1939,575,BANK_STATEMENT,smith-physical-therapy-partn-bank_statement-202602.pdf,application/pdf,848932,northstar-documents/nsc_direct/575/1939/smith-physical-therapy-partn-bank_statement-202602.pdf,PORTAL_UPLOAD,4,susan.mitchell@smithinc.com,2026-02-19 10:26:30.913821-05:00,PARSED,70f45a0cce1cace01d1ff1b54bc25be54bde32087fd8993931ca0be35caa2936,good
1940,575,TAX_RETURN,smith-physical-therapy-partn-tax_return-202602.pdf,application/pdf,6649920,northstar-documents/nsc_direct/575/1940/smith-physical-therapy-partn-tax_return-202602.pdf,PORTAL_UPLOAD,24,susan.mitchell@smithinc.com,2026-02-21 00:22:12.585213-05:00,PARSED,1a1a651c9efe70ee2a1b52a03ef5c84bee8413875bf522c2423334a5e244b39d,good
