applicant_id,legal_name,dba_name,ein,owner_ssn_last4,email,phone,tenant_id,created_at,mailing_city,mailing_state,mailing_zip
602,Cedar Medical Billing Solutions Inc,Cedar Medical Billing Solutions,42-7918912,0892,amanda.wright@cedarinc.com,202-501-1116,NSC_DIRECT,2024-04-10 01:29:47.494379-05:00,Winston-Salem,NC,27101
603,Belmont Catering Co,,311911235,,sarah.boyd@belmont.com,4463087751,NSC_DIRECT,2023-02-20 23:14:52.801124-05:00,Concord,NC,28025
604,Randolph HVAC LLC,,549194606,8241,emma.mabry@randolphco.com,273-943-0369,BAYLINE,2024-09-17 16:03:13.044440-05:00,Charlotte,NC,28211
605,Robinson Tax Holdings LLC,,78-8930076,3330,gregory.king@robinson.com,556-219-5156,CASCADE,2023-05-16 21:56:51.927747-05:00,Sacramento,CA,95814
606,Blalock Childcare LLC,,66-6837119,2748,donald.walker@blalockbiz.com,(343) 228-2280,NSC_DIRECT,2020-07-08 07:57:13.262567-05:00,Norfolk,VA,23510
607,Garcia Print Services LLC,,754726189,9377,samantha.campbell@garciainc.com,419-372-6713,NSC_DIRECT,2020-12-07 20:54:42.024441-05:00,Norfolk,VA,23510
608,Tryon Flooring Services LLC,,28-2723803,,emma.whitfield@tryon.com,469-743-9489,NSC_DIRECT,2018-12-24 15:01:34.769294-05:00,Knoxville,TN,37902
609,Ironwood Landscape Inc,Ironwood Landscape,46-4829032,9364,andrew.jones@ironwoodco.com,(455) 672-2633,NSC_DIRECT,2019-05-12 02:01:21.919875-05:00,Durham,NC,27701
610,Cherryville Contractors LLC,,24-0016690,3585,kimberly.wright@cherryvilleinc.com,269-398-2610,NSC_DIRECT,2025-04-14 18:42:49.783574-05:00,Gastonia,NC,28054
611,Harbor Services LLC,,472468104,5134,james.garcia@harborbiz.com,9529793806,CASCADE,2020-11-03 02:00:28.398777-05:00,Sacramento,CA,95814
612,Shelby Towing LLC,,511632346,,james.walker@shelby.com,6404366811,CASCADE,2020-04-22 08:48:28.633174-05:00,Sacramento,CA,95814
613,Beatties Ford Barber Inc,Beatties Ford Barber,79-9157242,2487,daniel.campbell@beattiesco.com,335-308-4310,CASCADE,2020-03-30 05:40:14.376403-05:00,Fresno,CA,93701
614,Mallard Services Solutions Inc,,46-2921970,4198,brandon.campbell@mallard.com,(803) 156071,NSC_DIRECT,2019-05-20 22:41:54.319843-05:00,Norfolk,VA,23510
615,Cherryville Print Inc,,34-2647485,9332,ashley.mabry@cherryvilleinc.com,504-669-2507,CASCADE,2023-12-23 20:23:29.339218-05:00,Sacramento,CA,95814
616,Lopez Brewing Group LLC,Lopez Brewing Group,29-0122737,7974,benjamin.smith@lopezco.com,395-283-3300,NSC_DIRECT,2023-09-13 09:50:13.916052-05:00,Charlotte,NC,28211
617,Harbor Partners Co,,24-7670862,5738,lisa.jones@harborbiz.com,838-584-3618,NSC_DIRECT,2020-05-20 07:27:08.548293-05:00,Savannah,GA,31401
618,Dilworth Coffee Group LLC,,29-8449108,6830,amanda.ramirez@dilworthinc.com,413-720-9643,NSC_DIRECT,2019-10-28 21:29:37.701126-05:00,Winston-Salem,NC,27101
619,Dilworth Associates LLC,,40-4072154,6260,betty.jones@dilworthinc.com,993-497-1223,NSC_DIRECT,2020-09-01 16:01:58.910479-05:00,Raleigh,NC,27601
620,Davidson and Sons Group LLC,,901378479,2838,timothy.rivera@davidson.com,618-817-1507,NSC_DIRECT,2019-10-28 09:04:30.954921-05:00,Richmond,VA,23219
621,Cherryville Group Inc,Cherryville Group,666239640,2097,jacob.ramirez@cherryvilleco.com,724-893-8035,BAYLINE,2024-01-08 20:07:02.130599-05:00,Gastonia,NC,28054
622,Shelby Welding Partners LLC,Shelby Welding Partners,,6373,steven.robinson@shelbybiz.com,636-220-5275,NSC_DIRECT,2021-06-29 05:17:11.395508-05:00,Winston-Salem,NC,27101
623,Dilworth Textile Solutions Inc,,72-0668783,2292,melissa.jones@dilworthco.com,9399696591,BAYLINE,2024-11-16 09:31:12.381058-05:00,Norfolk,VA,23510
624,Idlewild Brothers Co,,86-8351847,2025,ashley.allen@idlewild.com,299-675-9855,BAYLINE,2021-07-11 17:14:22.110520-05:00,Raleigh,NC,27601
625,Lincolnton Services LLC,,606353830,2508,joseph.mabry@lincolntonco.com,4095815620,BAYLINE,2019-09-02 13:25:48.685594-05:00,Asheville,NC,28801
626,Sharon Medical Billing LLC,,623042325,0844,mark.martin@sharoninc.com,567-854-6774,BAYLINE,2019-06-22 06:04:32.770779-05:00,Savannah,GA,31401
627,Martinez Salon Holdings LLC,,88-4370768,8079,melissa.sanchez@martinez.com,492-261-4976,NSC_DIRECT,2020-07-24 03:33:14.336594-05:00,Durham,NC,27701
628,Davidson Textile Holdings LLC,,343294094,3656,kevin.whitfield@davidson.com,989-235-4782,BAYLINE,2021-05-25 01:30:10.980686-05:00,Nashville,TN,37201
629,Lincolnton Associates Inc,,65-6856091,7992,sandra.garcia@lincolntoninc.com,722-722-6112,NSC_DIRECT,2021-08-16 13:58:13.855417-05:00,Columbia,SC,29201
630,Kannapolis Metal Holdings LLC,,962111299,2780,edward.yarborough@kannapolisinc.com,245-987-0019,NSC_DIRECT,2025-09-24 09:09:50.089354-05:00,Knoxville,TN,37902
631,Allen Electric Inc,Allen Electric,782202213,3127,nicole.mabry@allenbiz.com,308-654-7426,NSC_DIRECT,2019-12-21 11:57:28.020188-05:00,Columbia,SC,29201
632,Salisbury Grocery Inc,,60-4025025,3556,ronald.scott@salisburyinc.com,506-566-8944,BAYLINE,2024-08-18 07:10:13.417910-05:00,Charlotte,NC,28202
633,Cedar Company Group LLC,,48-7898773,2704,richard.torres@cedar.com,863-909-9888,BAYLINE,2024-11-13 04:40:48.578297-05:00,Bakersfield,CA,93301
634,Sharon Group Inc,Sharon Group,316267085,,joshua.clark@sharon.com,(289) 671-3310,BAYLINE,2024-08-05 01:12:24.541568-05:00,Nashville,TN,37201
635,Kestrel Auto Inc,Kestrel Auto,92-0069900,2087,timothy.cheng@kestrelbiz.com,934-708-8591,NSC_DIRECT,2021-07-18 09:54:19.834221-05:00,Richmond,VA,23219
636,Gastonia Janitorial Partners LLC,,749986273,4324,mark.ramirez@gastoniabiz.com,951-216-6623,NSC_DIRECT,2020-11-10 10:04:45.385661-05:00,Raleigh,NC,27601
637,Lantern Flooring Holdings LLC,,,,stephanie.sanchez@lantern.com,544-875-2786,BAYLINE,2020-02-21 15:24:29.602186-05:00,Durham,NC,27701
638,Cheng Barber Partners LLC,,213213063,7222,michael.patel@chengbiz.com,237-265-7761,NSC_DIRECT,2023-11-13 05:54:38.400427-05:00,Greenville,SC,29601
639,Concord Welding Solutions Inc,,922704410,3917,jeffrey.roberts@concordbiz.com,788-550-0853,NSC_DIRECT,2019-01-23 12:22:03.455973-05:00,Durham,NC,27701
640,Idlewild Contractors Services LLC,Idlewild Contractors Services,803295469,5615,betty.lewis@idlewildbiz.com,(566) 519-4106,NSC_DIRECT,2025-09-19 02:36:49.840049-05:00,Charlotte,NC,28202
641,Waxhaw Company LLC,,53-5492285,2282,dorothy.robinson@waxhawbiz.com,4257726157,NSC_DIRECT,2024-06-01 00:24:42.166449-05:00,Greenville,SC,29601
642,Randolph Grocery LLC,Randolph Grocery,732843907,8581,michelle.smith@randolph.com,669-706-8655,NSC_DIRECT,2021-01-06 14:47:57.809223-05:00,Richmond,VA,23219
643,Cornelius Medical Billing Services LLC,,56-0661091,,george.thompson@cornelius.com,544-346-5531,NSC_DIRECT,2022-01-25 17:39:43.341547-05:00,Atlanta,GA,30303
644,Tuckaseegee Logistics Partners LLC,Tuckaseegee Logistics Partners,55-7924652,7525,jeffrey.ramirez@tuckaseegeeinc.com,639-381-4460,BAYLINE,2025-08-24 19:44:13.581134-05:00,Sacramento,CA,95814
645,Sharon Supply Partners LLC,Sharon Supply Partners,64-6554506,,gregory.adams@sharonco.com,687-229-4893,NSC_DIRECT,2025-06-13 10:54:21.759234-05:00,Sacramento,CA,95814
646,Maple Landscape LLC,,750902396,7353,andrew.boyd@maplebiz.com,367-853-4258,NSC_DIRECT,2020-04-08 08:20:36.158921-05:00,Concord,NC,28025
647,Kestrel Partners Co,,228450393,1003,brenda.wilson@kestrel.com,2282053867,NSC_DIRECT,2022-10-08 15:03:05.461937-05:00,Greenville,SC,29601
648,Statesville Associates Co,,95-5873309,8449,nancy.king@statesvilleinc.com,201-939-2712,BAYLINE,2024-02-17 19:42:30.166857-05:00,Knoxville,TN,37902
649,Moore HVAC Group LLC,,EIN 84-6754752,4705,brian.harris@mooreco.com,959-748-4074,NSC_DIRECT,2021-02-26 15:24:27.666903-05:00,Charlotte,NC,28204
650,Idlewild Auto LLC,,EIN 43-5410084,8161,timothy.hill@idlewild.com,5398396225,NSC_DIRECT,2025-11-11 13:25:45.374410-05:00,Nashville,TN,37201
651,Rivera Body Shop Inc,,950141444,0096,michael.roberts@riverabiz.com,(402) 561849,NSC_DIRECT,2019-03-15 05:22:39.250867-05:00,Charlotte,NC,28204
652,Maple Services Group LLC,,44-6907814,3983,anthony.carter@mapleinc.com,850-317-4695,NSC_DIRECT,2026-01-20 00:09:31.555704-05:00,Richmond,VA,23219
653,Providence Salon Group LLC,,657311509,1287,ashley.white@providenceco.com,491-716-8239,BAYLINE,2020-03-30 02:04:33.222086-05:00,Concord,NC,28025
654,Davidson Flooring LLC,,33-7367299,3841,justin.williams@davidsonbiz.com,287-401-7286,NSC_DIRECT,2025-02-13 14:03:31.737115-05:00,Asheville,NC,28801
655,Waxhaw Dental Services LLC,Waxhaw Dental Services,30-9244882,6769,samuel.sanchez@waxhawco.com,853-952-1606,NSC_DIRECT,2020-05-10 15:38:14.076898-05:00,Asheville,NC,28801
656,Green Brewing Co,,84-8317763,0380,laura.martinez@greenco.com,559-922-4610,NSC_DIRECT,2021-04-23 07:43:14.879753-05:00,Norfolk,VA,23510
657,Tuckaseegee Company Group LLC,,50-4741522,8640,kathleen.scott@tuckaseegeeco.com,757-444-6863,NSC_DIRECT,2020-01-10 03:49:30.913130-05:00,Charlotte,NC,28211
658,Martin Textile Co,,57-8741358,,barbara.perez@martin.com,849-935-1602,NSC_DIRECT,2025-07-02 12:40:31.105804-05:00,Fresno,CA,93701
659,Cherryville Tire Inc,Cherryville Tire,510944255,9035,eric.perez@cherryvilleinc.com,(728) 256-1629,NSC_DIRECT,2023-06-16 10:37:55.260923-05:00,Bakersfield,CA,93301
660,Monroe Freight LLC,Monroe Freight,EIN 48-7343430,7048,barbara.rivera@monroebiz.com,336-686-8103,NSC_DIRECT,2021-10-16 06:53:06.854291-05:00,Gastonia,NC,28054
661,Piedmont and Sons Group LLC,,335058415,1336,steven.okafor@piedmontco.com,682-891-2232,NSC_DIRECT,2019-12-12 23:30:55.550367-05:00,Winston-Salem,NC,27101
662,Maple Partners LLC,Maple Partners,47-4173696,6407,jeffrey.nguyen@mapleinc.com,8658251790,NSC_DIRECT,2022-05-19 05:08:33.125853-05:00,Columbia,SC,29201
663,Newton Roasters LLC,,82-0274759,5224,thomas.allen@newton.com,704-844-9756,NSC_DIRECT,2025-10-24 22:26:20.281016-05:00,Fresno,CA,93701
664,Ramirez Janitorial Co,,30-9280603,,george.boyd@ramirezinc.com,656-911-1034,BAYLINE,2022-01-30 00:06:56.915187-05:00,Riverside,CA,92501
665,Miller Veterinary Services LLC,,21-1586619,6770,brandon.suggs@miller.com,595-919-3949,BAYLINE,2019-07-31 15:57:32.903474-05:00,Charlotte,NC,28202
666,Providence Associates LLC,,97-8358052,,edward.perez@providenceinc.com,5898622269,BAYLINE,2020-08-15 15:41:05.845603-05:00,Riverside,CA,92501
667,Sanchez Paving LLC,,34-9400154,,stephanie.mitchell@sanchezco.com,984-447-6367,NSC_DIRECT,2025-04-19 15:10:15.497648-05:00,Riverside,CA,92501
668,Huntersville Textile Inc,,EIN 62-9043287,3269,dorothy.flores@huntersville.com,884-990-3035,NSC_DIRECT,2022-07-09 01:33:07.774774-05:00,Knoxville,TN,37902
669,Uwharrie Contractors Holdings LLC,,38-6027500,6852,brandon.brown@uwharrieco.com,202-965-1677,NSC_DIRECT,2019-09-23 14:43:03.174537-05:00,Fresno,CA,93701
670,Davidson Print Holdings LLC,,780999506,,nancy.walker@davidsonbiz.com,(751) 443334,CASCADE,2018-12-22 05:08:41.623191-05:00,Gastonia,NC,28054
671,Tryon Company Inc,,347702185,4948,margaret.okafor@tryoninc.com,226-532-5115,CASCADE,2021-12-08 19:06:00.955869-05:00,Sacramento,CA,95814
672,Monroe Services Partners LLC,,26-6717152,3968,jessica.jones@monroeinc.com,467-956-4913,BAYLINE,2024-12-03 11:18:12.965585-05:00,Norfolk,VA,23510
673,Belmont Supply Group LLC,Belmont Supply Group,80-1477365,7544,gary.smith@belmontbiz.com,(252) 945-6309,NSC_DIRECT,2025-02-07 09:22:39.954407-05:00,Columbia,SC,29201
674,Shelby Enterprises Group LLC,Shelby Enterprises Group,94-2824132,1762,patricia.vasquez@shelbybiz.com,762-242-5024,CASCADE,2024-07-31 05:36:13.981973-05:00,Sacramento,CA,95814
675,Wright Irrigation LLC,,,7001,joshua.thomas@wright.com,641-843-6383,BAYLINE,2022-07-02 03:52:31.597815-05:00,Knoxville,TN,37902
676,Piedmont Partners Holdings LLC,,588083548,,jonathan.lewis@piedmont.com,352-239-4408,NSC_DIRECT,2024-10-26 20:26:37.987086-05:00,Atlanta,GA,30303
677,Tryon Dental Holdings LLC,,67-6809250,8453,gary.garcia@tryoninc.com,957-673-6352,NSC_DIRECT,2020-03-11 14:31:19.030084-05:00,Bakersfield,CA,93301
678,Davidson Staffing Inc,,359758317,5146,brandon.garcia@davidson.com,681-248-1429,BAYLINE,2023-06-27 16:40:02.995311-05:00,Riverside,CA,92501
679,Sharon Salon Co,,,1657,emily.green@sharoninc.com,782-814-4007,NSC_DIRECT,2020-09-04 14:58:42.562669-05:00,Bakersfield,CA,93301
680,Steele Creek and Sons Services LLC,Steele Creek and Sons Services,,2012,charles.moore@steelebiz.com,935-257-4772,NSC_DIRECT,2024-09-14 13:45:15.349687-05:00,Rock Hill,SC,29730
681,Waxhaw and Sons LLC,,605445646,4623,nancy.cheng@waxhawco.com,812-744-6233,NSC_DIRECT,2019-06-20 16:37:48.186094-05:00,Charlotte,NC,28211
682,Mooresville Optical LLC,,24-9801820,6748,carol.lewis@mooresville.com,287-954-8770,NSC_DIRECT,2020-12-28 16:13:24.736635-05:00,Greenville,SC,29601
683,Sunbelt Group Partners LLC,,81-0286640,,melissa.torres@sunbeltbiz.com,4999300061,NSC_DIRECT,2022-06-09 08:04:39.292166-05:00,Raleigh,NC,27601
684,Statesville and Sons LLC,,EIN 94-2599464,3679,samantha.vasquez@statesvilleinc.com,442-220-2064,BAYLINE,2022-10-28 16:51:25.555379-05:00,Fresno,CA,93701
685,Hickory Roasters LLC,,335340252,,nicholas.ramirez@hickoryinc.com,278-793-5607,NSC_DIRECT,2022-04-14 02:06:16.176517-05:00,Norfolk,VA,23510
686,Ironwood Enterprises Co,Ironwood Enterprises,49-2786856,2474,richard.yarborough@ironwood.com,805-578-5382,BAYLINE,2025-07-22 04:32:03.807932-05:00,Atlanta,GA,30303
687,Mooresville Associates Services LLC,,57-3557301,2642,anthony.boyd@mooresvilleco.com,604-371-8370,NSC_DIRECT,2025-06-11 05:12:10.333788-05:00,Raleigh,NC,27601
688,Cornerrise Bakery LLC,,84-3921767,4417,accounting@cornerrisebakery.com,(704) 555-0182,NSC_DIRECT,2025-06-27 09:05:00-05:00,Charlotte,NC,28205
689,Rowan and Sons Co,,226789894,7659,sandra.walker@rowan.com,248-826-1548,NSC_DIRECT,2019-06-23 16:33:49.235833-05:00,Concord,NC,28025
690,Sunbelt Associates Inc,,96-3596663,7419,edward.torres@sunbelt.com,653-216-0915,CASCADE,2025-11-05 14:43:54.497934-05:00,Atlanta,GA,30303
691,Pinehurst HVAC Inc,Pinehurst HVAC,544500671,1499,gary.hall@pinehurstinc.com,337-248-2752,NSC_DIRECT,2022-08-15 04:45:02.339467-05:00,Gastonia,NC,28054
692,Granite Textile Partners LLC,Granite Textile Partners,,2753,kathleen.martinez@granitebiz.com,996-648-6172,NSC_DIRECT,2023-11-10 02:26:51.047021-05:00,Knoxville,TN,37902
693,Matthews Group Holdings LLC,,77-6767178,,gregory.baker@matthewsco.com,561-815-2305,NSC_DIRECT,2019-07-15 09:10:30.497613-05:00,Charlotte,NC,28211
694,Salisbury Body Shop Co,,57-3869156,,emily.suggs@salisbury.com,344-377-0489,NSC_DIRECT,2020-08-25 17:45:40.769023-05:00,Charlotte,NC,28204
695,Dilworth Roasters LLC,,58-8734277,5535,patricia.williams@dilworthbiz.com,211-522-7702,BAYLINE,2020-01-23 06:21:46.603921-05:00,Greenville,SC,29601
696,Cornelius Coffee Inc,,59-5574945,1678,thomas.allen@corneliusbiz.com,782-502-5840,NSC_DIRECT,2024-08-01 03:29:27.315834-05:00,Raleigh,NC,27601
697,Hill Barber Holdings LLC,Hill Barber Holdings,72-6653459,,jessica.pridgen@hillco.com,988-834-4008,NSC_DIRECT,2025-12-04 05:11:48.009289-05:00,Charlotte,NC,28204
698,Beatties Ford Veterinary Inc,,30-9813404,3236,andrew.whitfield@beattiesbiz.com,(481) 661-1771,NSC_DIRECT,2023-03-09 04:25:06.070819-05:00,Charlotte,NC,28202
699,Uwharrie Machine Group LLC,,20-3055277,0536,cynthia.adams@uwharrieinc.com,270-658-6561,NSC_DIRECT,2023-12-15 18:07:38.481423-05:00,Knoxville,TN,37902
700,Concord Metal LLC,Concord Metal,36-9708546,8668,carol.carter@concordbiz.com,5045198603,NSC_DIRECT,2022-12-31 06:04:17.192189-05:00,Charlotte,NC,28211
701,Shelby Metal Partners LLC,,880569798,9534,stephanie.allen@shelby.com,668-435-4656,NSC_DIRECT,2019-05-14 23:09:27.794942-05:00,Bakersfield,CA,93301
702,Statesville Veterinary Co,,65-2303351,,samuel.sanchez@statesvillebiz.com,374-708-1617,BAYLINE,2021-03-03 12:45:57.009726-05:00,Charlotte,NC,28202
703,Monroe Tire Co,,90-8482818,8946,sarah.mitchell@monroeinc.com,221-486-5769,NSC_DIRECT,2019-07-05 00:28:22.024956-05:00,Durham,NC,27701
704,Martin HVAC Partners LLC,,203898550,9276,joshua.jones@martin.com,858-317-6234,NSC_DIRECT,2024-09-12 17:14:02.883922-05:00,Riverside,CA,92501
705,Ironwood Insurance Inc,,,7511,angela.young@ironwoodbiz.com,568-695-4997,NSC_DIRECT,2024-06-06 11:18:13.334761-05:00,Rock Hill,SC,29730
706,King Fitness Holdings LLC,,29-2940855,1479,andrew.perez@king.com,882-546-4370,NSC_DIRECT,2025-12-10 00:43:32.767096-05:00,Knoxville,TN,37902
707,Hickory and Sons Co,,41-9000784,2661,shirley.cheng@hickorybiz.com,548-217-1241,NSC_DIRECT,2025-05-09 15:43:33.105980-05:00,Nashville,TN,37201
708,Lee Nursery Holdings LLC,,95-6674995,4687,michelle.martinez@leeinc.com,432-286-4149,NSC_DIRECT,2023-12-14 03:50:29.120846-05:00,Charlotte,NC,28204
709,Ballantyne Partners Holdings LLC,,515904339,2010,larry.clark@ballantyneco.com,275-500-2271,NSC_DIRECT,2022-03-15 11:55:05.228876-05:00,Rock Hill,SC,29730
710,Beatties Ford Supply Solutions Inc,Beatties Ford Supply Solutions,22-7362354,,betty.roberts@beattiesco.com,(268) 782-0056,NSC_DIRECT,2024-02-05 21:56:52.730163-05:00,Fresno,CA,93701
711,Garcia Security Solutions Inc,,,8794,benjamin.campbell@garcia.com,804-866-1479,NSC_DIRECT,2021-10-23 22:42:01.356398-05:00,Bakersfield,CA,93301
712,Sharon Roofing LLC,,54 9321329,2792,betty.yarborough@sharonco.com,385-981-6551,NSC_DIRECT,2019-06-04 03:24:52.153134-05:00,Atlanta,GA,30303
713,Tryon Optical LLC,Tryon Optical,42 6084470,2407,daniel.carter@tryoninc.com,6148527344,NSC_DIRECT,2019-02-11 23:34:00.828174-05:00,Concord,NC,28025
714,Mooresville Childcare Holdings LLC,,26-8733308,4997,elizabeth.harris@mooresvilleinc.com,3588166331,CASCADE,2023-01-14 06:33:19.117506-05:00,Bakersfield,CA,93301
715,Tryon Contractors LLC,Tryon Contractors,97-1882778,,jason.davis@tryonbiz.com,297-798-5916,CASCADE,2025-03-31 05:51:19.145122-05:00,Sacramento,CA,95814
716,Harbor Enterprises Inc,,85-0505874,4840,kevin.moore@harborco.com,7918285542,NSC_DIRECT,2025-04-22 21:10:54.200717-05:00,Concord,NC,28025
717,Sharon Staffing Holdings LLC,Sharon Staffing Holdings,565346930,6903,gary.green@sharon.com,616-742-2508,NSC_DIRECT,2022-02-23 05:31:23.488218-05:00,Bakersfield,CA,93301
718,Uwharrie Veterinary LLC,,482329792,1892,timothy.white@uwharrieco.com,817-338-1715,NSC_DIRECT,2023-06-06 07:20:56.380425-05:00,Greenville,SC,29601
719,Granite Childcare Solutions Inc,,571278652,2841,donald.johnson@graniteco.com,262-503-0266,CASCADE,2023-04-26 00:02:00.306483-05:00,Bakersfield,CA,93301
720,Mooresville Company Co,,69-9413615,,richard.scott@mooresvilleinc.com,748-446-5225,NSC_DIRECT,2024-11-25 15:13:15.540188-05:00,Durham,NC,27701
721,Statesville Optical Inc,,96-1797138,3198,susan.hall@statesvillebiz.com,857-638-5516,NSC_DIRECT,2020-06-18 16:46:11.192580-05:00,Charlotte,NC,28204
722,Randolph Associates Solutions Inc,,218028591,2043,richard.carter@randolphbiz.com,567-567-9423,NSC_DIRECT,2023-10-21 14:11:36.257036-05:00,Sacramento,CA,95814
723,Martinez Staffing Co,,355169694,,kathleen.boyd@martinezco.com,5776699658,NSC_DIRECT,2021-10-20 02:21:28.712851-05:00,Charlotte,NC,28202
724,Beatties Ford Plumbing LLC,,,,christopher.vasquez@beattiesinc.com,232-363-3893,NSC_DIRECT,2021-09-14 18:40:12.329147-05:00,Knoxville,TN,37902
725,Vasquez Welding LLC,,643797054,0889,amanda.rodriguez@vasquezco.com,(895) 210-4797,NSC_DIRECT,2024-04-14 03:05:38.582546-05:00,Savannah,GA,31401
726,Elizabeth Security LLC,,27-6652148,3155,timothy.sanchez@elizabethbiz.com,4228745307,NSC_DIRECT,2022-10-23 21:53:54.063468-05:00,Sacramento,CA,95814
727,Mitchell Cabinet LLC,,43-8951374,,stephanie.baker@mitchellinc.com,7778544910,NSC_DIRECT,2020-09-29 12:23:19.218569-05:00,Fresno,CA,93701
728,Randolph Pharmacy LLC,Randolph Pharmacy,59-4560748,0546,matthew.baker@randolph.com,242-398-0770,NSC_DIRECT,2024-09-02 01:42:48.874570-05:00,Knoxville,TN,37902
729,Salisbury Partners Inc,,363932223,6074,emily.wilson@salisburybiz.com,200-548-4556,NSC_DIRECT,2024-02-18 12:34:10.623672-05:00,Raleigh,NC,27601
730,Huntersville Brothers LLC,Huntersville Brothers,993541102,6876,michelle.jackson@huntersvilleinc.com,952-708-5050,NSC_DIRECT,2023-03-18 07:11:40.845485-05:00,Greenville,SC,29601
731,Idlewild Brothers LLC,,68-6982664,,david.garcia@idlewild.com,474-275-0468,NSC_DIRECT,2020-01-07 17:02:21.851093-05:00,Raleigh,NC,27601
732,Kestrel Salon Inc,,69-5885785,4363,christopher.martinez@kestrelco.com,5708144860,NSC_DIRECT,2020-09-14 06:42:52.247651-05:00,Columbia,SC,29201
733,Mallard Freight LLC,,335617189,3707,stephen.patel@mallardinc.com,256-837-1519,NSC_DIRECT,2020-03-12 07:47:28.374628-05:00,Durham,NC,27701
734,Rowan Enterprises Group LLC,Rowan Enterprises Group,56-3306251,9888,deborah.mitchell@rowan.com,5296199765,NSC_DIRECT,2021-03-13 19:36:29.086103-05:00,Charlotte,NC,28202
735,Cornelius Nursery Services LLC,Cornelius Nursery Services,36-4644599,1059,jason.roberts@corneliusbiz.com,612-803-5141,NSC_DIRECT,2020-08-16 22:59:57.437277-05:00,Sacramento,CA,95814
736,Sharon and Sons Co,Sharon and Sons,31-3107449,3789,amy.torres@sharonbiz.com,529-361-3870,NSC_DIRECT,2021-11-08 22:44:04.910915-05:00,Charlotte,NC,28202
737,Gastonia Freight Services LLC,,69 2306233,,brenda.blalock@gastonia.com,661-875-5550,BAYLINE,2020-02-28 18:58:48.779532-05:00,Columbia,SC,29201
738,Rivera Machine LLC,,96-8226325,3031,david.thomas@riverainc.com,532-837-9774,NSC_DIRECT,2022-06-20 05:46:55.035699-05:00,Charlotte,NC,28211
739,Rowan Roasters Holdings LLC,,47-9462273,8250,ashley.miller@rowaninc.com,836-705-5823,NSC_DIRECT,2024-01-09 19:55:06.543710-05:00,Greenville,SC,29601
740,Uwharrie Body Shop LLC,,301084731,,jessica.adams@uwharrieinc.com,6772011455,NSC_DIRECT,2024-08-26 03:47:21.827213-05:00,Greenville,SC,29601
741,Monroe Group Group LLC,,39-8692907,7692,david.martinez@monroe.com,848-541-9037,NSC_DIRECT,2024-11-05 05:16:15.059157-05:00,Gastonia,NC,28054
742,Cherryville Print LLC,Cherryville Print,36-0576159,2979,sandra.boyd@cherryvilleco.com,(441) 561-4160,NSC_DIRECT,2024-09-30 12:04:37.756530-05:00,Sacramento,CA,95814
743,Statesville Janitorial Group LLC,,EIN 58-3489647,9239,patricia.torres@statesvilleco.com,865-598-4340,NSC_DIRECT,2025-07-24 03:45:29.938474-05:00,Richmond,VA,23219
744,Steele Creek Contractors Partners LLC,,,3647,andrew.pridgen@steelebiz.com,777-499-0194,BAYLINE,2021-09-04 12:52:24.672834-05:00,Winston-Salem,NC,27101
745,Allen Fitness Group LLC,,956162979,7417,patricia.lee@allenbiz.com,513-965-5177,NSC_DIRECT,2022-11-08 18:26:54.192103-05:00,Charlotte,NC,28204
746,Tuckaseegee Company Solutions Inc,,297249706,7810,pamela.campbell@tuckaseegeeco.com,952-272-5112,NSC_DIRECT,2020-07-25 20:14:15.068773-05:00,Richmond,VA,23219
747,Sunbelt Staffing Solutions Inc,Sunbelt Staffing Solutions,616829466,,david.sanchez@sunbelt.com,393-607-1766,NSC_DIRECT,2022-03-09 19:19:45.602110-05:00,Concord,NC,28025
748,Huntersville Paving Group LLC,,39-9342743,8163,dorothy.davis@huntersvillebiz.com,420-981-0214,NSC_DIRECT,2025-02-22 05:23:33.345345-05:00,Columbia,SC,29201
749,Salisbury Roasters Holdings LLC,,48-2833765,0433,patricia.rivera@salisbury.com,(464) 461-4596,NSC_DIRECT,2019-08-23 16:51:57.641000-05:00,Asheville,NC,28801
750,Granite Machine LLC,,31 0716950,0337,amy.wright@granite.com,400-750-8389,NSC_DIRECT,2022-10-24 07:19:41.913949-05:00,Asheville,NC,28801
751,Sardis Brothers Co,,570630458,,michael.ramirez@sardisco.com,(753) 644-3698,NSC_DIRECT,2020-01-22 14:57:08.980209-05:00,Fresno,CA,93701
752,Mooresville Company LLC,Mooresville Company,58 8756017,1933,brian.perez@mooresville.com,2866800548,BAYLINE,2019-08-24 12:13:52.846146-05:00,Asheville,NC,28801
753,Shelby Group Partners LLC,,62-8477566,,samantha.roberts@shelby.com,4899495929,NSC_DIRECT,2025-09-16 05:15:54.945432-05:00,Durham,NC,27701
754,Cornelius Pharmacy Inc,,51-1322856,,emily.garcia@corneliusinc.com,676-252-9322,NSC_DIRECT,2023-01-22 10:32:36.877882-05:00,Knoxville,TN,37902
755,Davis Dental Co,,63-8175703,2374,thomas.miller@davis.com,2026860935,CASCADE,2025-09-16 00:22:26.187545-05:00,Riverside,CA,92501
756,Statesville Flooring Solutions Inc,,595416200,,timothy.scott@statesvilleinc.com,608-216-8247,BAYLINE,2021-01-26 22:40:23.469464-05:00,Charlotte,NC,28204
